"PPN","physischePPN"
"PPN682223549","PPN254830838"
"PPN719094984","PPN477690181"
"PPN770272304","PPN748624082"
"PPN755897552","PPN748698256"
"PPN607335971","PPN536074321"
"PPN873446232","PPN627140203"
"PPN863833683","PPN863831729"
"PPN1799289656","PPN1798292335"
"PPN74635035X","PPN744803780"
"PPN673067904","PPN026038331"
"PPN840928157","PPN374737991"
"PPN84711998X","PPN846903334"
"PPN1669627942","PPN451117948"
"PPN1016213506","PPN244738327"
"PPN674632192","PPN456421904"
"PPN768054192","PPN386764352"
"PPN799949353","PPN450338193"
"PPN886937965","PPN45491122X"
"PPN1666418498","PPN443415781"
"PPN1826795928","PPN265968100"
"PPN896389219","PPN46770208X"
"PPN756832837","PPN406958998"
"PPN72866836X","PPN587877693"
"PPN65903445X","PPN367640155"
"PPN682524271","PPN417517297"
"PPN176047911X","PPN1760475386"
"PPN688728065","PPN45156779X"
"PPN741114879","PPN428491693"
"PPN831849266","PPN536658706"
"PPN715363514","PPN405392052"
"PPN1794815252","PPN1794814140"
"PPN684379872","PPN620351829"
"PPN631277110","PPN536666563"
"PPN737566159","PPN567651150"
"PPN1006123660","PPN568216016"
"PPN1033014850","PPN135536162"
"PPN844201685","PPN567520919"
"PPN682753351","PPN412425793"
"PPN601462149","PPN536313598"
"PPN84397219X","PPN09179577X"
"PPN687547903","PPN15051350X"
"PPN869228692","PPN444198733"
"PPN896812448","PPN092055311"
"PPN181669617X","PPN429017693"
"PPN845367110","PPN431938407"
"PPN791238482","PPN567417336"
"PPN877479739","PPN091886139"
"PPN102416179X","PPN536619379"
"PPN1667965468","PPN358915651"
"PPN647389479","PPN450537218"
"PPN729298779","PPN568117603"
"PPN682526312","PPN368170489"
"PPN766146731","PPN241256070"
"PPN732707951","PPN728615924"
"PPN743879155","PPN567367800"
"PPN827495307","PPN402953118"
"PPN659006405","PPN37473772X"
"PPN780333349","PPN058163735"
"PPN732451825","PPN224562312"
"PPN64170819X","PPN215543858"
"PPN734594763","PPN731558391"
"PPN683157337","PPN567619036"
"PPN1831897504","PPN840978103"
"PPN797022481","PPN133161323"
"PPN1685412432","PPN239224736"
"PPN1028498497","PPN536620849"
"PPN678383219","PPN431978190"
"PPN828233705","PPN391086014"
"PPN779667522","PPN194501779"
"PPN678795274","PPN456390707"
"PPN670294128","PPN413710831"
"PPN1788471083","PPN403466393"
"PPN686081846","PPN375464166"
"PPN818849266","PPN818849266"
"PPN637206924","PPN637206592"
"PPN799120774","PPN516255-5"
"PPN720208122","PPN240296982"
"PPN848578872","PPN536898170"
"PPN737151609","PPN470809418"
"PPN1040355870","PPN361692226"
"PPN644499168","PPN250299356"
"PPN1030541256","PPN317849891"
"PPN771795734","PPN567568903"
"PPN686899873","PPN535393458"
"PPN72954835X","PPN444298258"
"PPN791236307","PPN403276241"
"PPN750600764","PPN53692595X"
"PPN799262595","PPN798016035"
"PPN1752733940","PPN747668167"
"PPN816925720","PPN680220968"
"PPN781293588","PPN567270653"
"PPN794271618","PPN792378601"
"PPN66453449X","PPN454848781"
"PPN720825385","PPN369472888"
"PPN1047636417","PPN145755118"
"PPN1785828967","PPN538705620"
"PPN897370503","PPN437551180"
"PPN682445347","PPN428511007"
"PPN861685261","PPN861681053"
"PPN768470528","PPN567517942"
"PPN792409337","PPN79102573X"
"PPN1796568473","PPN537195335"
"PPN78849869X","PPN453950205"
"PPN1777122759","PPN242143717"
"PPN73630746X","PPN392687305"
"PPN777120860","PPN43683166X"
"PPN733568211","PPN452291380"
"PPN637058585","PPN429192444"
"PPN679435328","PPN535396899"
"PPN668790911","PPN536600872"
"PPN722260954","PPN679734325"
"PPN1682550427","PPN1039295525"
"PPN629463042","PPN436940124"
"PPN655969241","PPN452291925"
"PPN769517560","PPN452167426"
"PPN654381445","PPN411594486"
"PPN815717997","PPN454581580"
"PPN61736737X","PPN226338169"
"PPN726590002","PPN234622334"
"PPN681330503","PPN431988404"
"PPN663781051","PPN450485803"
"PPN685560414","PPN536541795"
"PPN822871815","PPN032321880"
"PPN629526354","PPN536630682"
"PPN670487023","PPN479761892"
"PPN82776992X","PPN215402685"
"PPN100929072X","PPN535570538"
"PPN663678234","PPN547478054"
"PPN1807534650","PPN1807534057"
"PPN681326271","PPN362136807"
"PPN1786282232","PPN1010763903"
"PPN757647154","PPN557584965"
"PPN736106375","PPN736104305"
"PPN1047387077","PPN535767684"
"PPN1024454363","PPN091816661"
"PPN630355436","PPN091802105"
"PPN1010307762","PPN318483661"
"PPN177832035X","PPN1778314597"
"PPN768638666","PPN748615628"
"PPN1680821644","PPN454589174"
"PPN1014028213","PPN1014020905"
"PPN828596646","PPN536852812"
"PPN1002549523","PPN893973955"
"PPN720185041","PPN422482595"
"PPN723785791","PPN409582778"
"PPN789626551","PPN423235052"
"PPN717198723","PPN536622272"
"PPN629792488","PPN549875425"
"PPN644509546","PPN428494528"
"PPN638497973","PPN392767678"
"PPN635950820","PPN536857539"
"PPN827732988","PPN528569570"
"PPN683954636","PPN548395306"
"PPN730583678","PPN371339383"
"PPN657063770","PPN15085434X"
"PPN680564373","PPN456746374"
"PPN662299493","PPN403213940"
"PPN730125467","PPN40611577X"
"PPN1018354557","PPN536678839"
"PPN850640504","PPN848647289"
"PPN168237632X","PPN1682244148"
"PPN734643268","PPN567683028"
"PPN718539834","PPN535973284"
"PPN877484988","PPN451878361"
"PPN690237928","PPN302619135"
"PPN769857124","PPN293210039"
"PPN1040071813","PPN536594228"
"PPN715007653","PPN716021668"
"PPN618730338","PPN293181764"
"PPN779888146","PPN568200330"
"PPN821458825","PPN567302199"
"PPN84128072X","PPN568209451"
"PPN805626514","PPN774953756"
"PPN770197566","PPN335331890"
"PPN1007501863","PPN482620196"
"PPN637360869","PPN536659737"
"PPN1024701379","PPN1024701220"
"PPN878829946","PPN350665818"
"PPN898746485","PPN341036870"
"PPN1041402848","PPN147720877"
"PPN643941037","PPN140615598"
"PPN1839505745","PPN1697831893"
"PPN1024328279","PPN456598340"
"PPN1010859803","PPN536655154"
"PPN885102274","PPN312110138"
"PPN813563100","PPN455192219"
"PPN61383755X","PPN434499889"
"PPN862546303","PPN862546303"
"PPN627396100","PPN366166492"
"PPN827084137","PPN253167248"
"PPN730099628","PPN450261093"
"PPN180442451X","PPN451752236"
"PPN656583657","PPN536573808"
"PPN788284037","PPN130158089"
"PPN767084705","PPN748441654"
"PPN1049711238","PPN536673322"
"PPN869252550","PPN869252550"
"PPN749668512","PPN567642550"
"PPN898267919","PPN536518017"
"PPN828121370","PPN610006797"
"PPN665600402","PPN454438605"
"PPN872758788","PPN478161611"
"PPN664203124","PPN44516736X"
"PPN61275023X","PPN536645221"
"PPN1772587273","PPN41805357X"
"PPN593235991","PPN536658129"
"PPN835088502","PPN422521876"
"PPN178628605X","PPN748198075"
"PPN840202997","PPN567634973"
"PPN777555778","PPN559546807"
"PPN60761501X","PPN535868871"
"PPN833966235","PPN568157362"
"PPN786455187","PPN785274197"
"PPN631992189","PPN456184791"
"PPN1734301538","PPN327380411"
"PPN670605859","PPN138449902"
"PPN859688798","PPN537036296"
"PPN828645086","PPN092229824"
"PPN1011204576","PPN748162402"
"PPN884824055","PPN409482021"
"PPN102529825X","PPN407051325"
"PPN1008939692","PPN748334904"
"PPN1037095804","PPN40696923X"
"PPN729275884","PPN44554810X"
"PPN663861810","PPN335733662"
"PPN86333203X","PPN242296122"
"PPN1009604023","PPN536679703"
"PPN737120142","PPN665019041"
"PPN812619870","PPN567919765"
"PPN752387103","PPN265112494"
"PPN835513262","PPN835512363"
"PPN1048805964","PPN092127428"
"PPN870305603","PPN536395322"
"PPN689490054","PPN560562039"
"PPN1801847541","PPN139225099"
"PPN86744858X","PPN536565740"
"PPN645161675","PPN244253420"
"PPN1030874514","PPN145119742"
"PPN890703795","PPN890703795"
"PPN730726207","PPN537085548"
"PPN166965771X","PPN320142361"
"PPN1689889756","PPN1689887435"
"PPN62002822X","PPNx"
"PPN832175463","PPN224785141"
"PPN669019984","PPN483921424"
"PPN1818212846","PPN138286930"
"PPN747412286","PPN567516814"
"PPN755310632","PPN449329879"
"PPN1818117886","PPN1751201384"
"PPN839801513","PPN437695328"
"PPN682761842","PPN536584796"
"PPN1689723629","PPN149925786"
"PPN767084624","PPN748441670"
"PPN827500092","PPN537051457"
"PPN881606510","PPN88146337X"
"PPN886178991","PPN536541566"
"PPN1004842724","PPN38172073X"
"PPN722273754","PPN536058016"
"PPN668304294","PPN091878284"
"PPN1672845548","PPN220354928"
"PPN73845138X","PPN568115147"
"PPN72764467X","PPN066505623"
"PPN1778265308","PPN1778260446"
"PPN672440695","PPN567594033"
"PPN1669941949","PPN536746141"
"PPN755413466","PPN357130901"
"PPN1759075434","PPN1759033731"
"PPN749516518","PPN131211811"
"PPN613476565","PPN536642974"
"PPN1029338485","PPN1029337675"
"PPN1041242255","PPN136001025"
"PPN766731294","PPN388041242"
"PPN812786548","PPN536749639"
"PPN1014590302","PPN1014590302"
"PPN719300053","PPN388352167"
"PPN766429601","PPN766428516"
"PPN898755573","PPN304859540"
"PPN589765183","PPN536525625"
"PPN883215128","PPN536507481"
"PPN719959292","PPN514449225"
"PPN1010846027","PPN567194558"
"PPN766286673","PPN748624066"
"PPN1756058288","PPN1755878850"
"PPN872691187","PPN456703624"
"PPN1788805399","PPN387077901"
"PPN182381459X","PPN571824331"
"PPN1713950367","PPN442995059"
"PPN850994616","PPN747623449"
"PPN664030246","PPN405957505"
"PPN864329512","PPN45597652X"
"PPN838005470","PPN456498060"
"PPN727509314","PPN727509128"
"PPN769109217","PPN224956914"
"PPN656644486","PPN536571740"
"PPN736594183","PPN378169599"
"PPN177604908X","PPN665579012"
"PPN729371417","PPN488231493"
"PPN738626961","PPN567403572"
"PPN684557231","PPN221175016"
"PPN809053667","PPN809029189"
"PPN747330859","PPN419873120"
"PPN871338246","PPN56810501X"
"PPN644653094","PPN418419353"
"PPN630157529","PPN536439737"
"PPN833557084","PPN53649343X"
"PPN729872947","PPN136253253"
"PPN663677084","PPN536602778"
"PPN1777310660","PPN159099811"
"PPN891016678","PPN891016678"
"PPN666054959","PPN47772518X"
"PPN848326970","PPN53570304X"
"PPN1045875996","PPN513440445"
"PPN846667630","PPN846667541"
"PPN612152863","PPN536650438"
"PPN636408566","PPN536883955"
"PPN660766698","PPN269003975"
"PPN1755913605","PPN265927153"
"PPN635368951","PPN536864780"
"PPN1757217452","PPN308229207"
"PPN769520928","PPN685383652"
"PPN669246441","PPN480806756"
"PPN1757226931","PPN747700451"
"PPN838464432","PPN747852375"
"PPN771631073","PPN567615731"
"PPN719284767","PPN536141185"
"PPN643786821","PPN373745117"
"PPN647408481","PPN53732688X"
"PPN1692603485","PPN1692432052"
"PPN719580552","PPN36545253X"
"PPN1032719680","PPN445363983"
"PPN1047536889","PPN24497179X"
"PPN770581692","PPN537247890"
"PPN828411549","PPN392039036"
"PPN79910938X","PPN166875333"
"PPN656642300","PPN536570310"
"PPN890513449","PPN39050713X"
"PPN738537799","PPN247935905"
"PPN623910489","PPN455204551"
"PPN756926289","PPN537295348"
"PPN1666026409","PPN535740212"
"PPN844209074","PPN450019942"
"PPN838562892","PPN410791741"
"PPN1786249146","PPN235276200"
"PPN766419681","PPN757155448"
"PPN728891417","PPN403803209"
"PPN1010125656","PPN229675085"
"PPN1028096690","PPN456598006"
"PPN789309807","PPN747833605"
"PPN803833032","PPN779858115"
"PPN1702894401","PPN454589646"
"PPN750564601","PPN567214214"
"PPN72390863X","PPN454359209"
"PPN670502774","PPN302946810"
"PPN66435209X","PPN536184852"
"PPN630921768","PPN535394934"
"PPN66937234X","PPN138331480"
"PPN614991749","PPN434478962"
"PPN664572723","PPN536571910"
"PPN1823203701","PPN253980852"
"PPN1028900139","PPN536073333"
"PPN617561796","PPN384648371"
"PPN767134842","PPN147176654"
"PPN685195945","PPN685190307"
"PPN611505924","PPN499068343"
"PPN780592530","PPN252069900"
"PPN1758936509","PPN1758936282"
"PPN1831276542","PPN43193844X"
"PPN689062699","PPN402719840"
"PPN715324020","PPN412914255"
"PPN722058985","PPN536076804"
"PPN768464188","PPN751040711"
"PPN791673022","PPN747833788"
"PPN628610874","PPN536630771"
"PPN776461842","PPN508021979"
"PPN57353604X","PPN537349995"
"PPN622374885","PPN455310599"
"PPN839003900","PPN536477140"
"PPN61908121X","PPN412189550"
"PPN734016336","PPN04227771X"
"PPN1042104298","PPN171720466"
"PPN64737062X","PPN445308397"
"PPN82975881X","PPN39489877X"
"PPN730098117","PPN444459944"
"PPN1666536725","PPN363824898"
"PPN801007437","PPN772827834"
"PPN756397901","PPN410780448"
"PPN68836988X","PPN092176135"
"PPN897674030","PPN897673867"
"PPN755667239","PPN751520578"
"PPN718943589","PPN408753056"
"PPN821570838","PPN567253147"
"PPN64526590X","PPN454603282"
"PPN796717761","PPN567596699"
"PPN1750850818","PPN747678162"
"PPN654195374","PPN536548668"
"PPN641925549","PPN536540438"
"PPN1778319610","PPN1778313884"
"PPN1677288876","PPN38881070X"
"PPN1027357881","PPN537054049"
"PPN1778319947","PPN1778314171"
"PPN828627363","PPN567683230"
"PPN858176688","PPN371017777"
"PPN687076072","PPN140684646"
"PPN1012494373","PPN1010613480"
"PPN63114269X","PPN092173535"
"PPN3371390330","PPN3371346110"
"PPN79251002X","PPN784849471"
"PPN769656366","PPN293191360"
"PPN653949324","PPN535958838"
"PPN672449366","PPN389915386"
"PPN1816979376","PPN1815018526"
"PPN1685414419","PPN239224418"
"PPN3371387968","PPN3371342859"
"PPN804988552","PPN56778391X"
"PPN779984943","PPN567498085"
"PPN659094002","PPN300957394"
"PPN684382695","PPN423179632"
"PPN746880332","PPN415190150"
"PPN817693009","PPN535514816"
"PPN73142428X","PPN536140847"
"PPN720022967","PPN453956076"
"PPN672754797","PPN452912296"
"PPN791517446","PPN748458166"
"PPN1763768988","PPN1742396720"
"PPN1048626849","PPN536596905"
"PPN602217008","PPN535702442"
"PPN721439497","PPN443265577"
"PPN870178210","PPN519608887"
"PPN767150805","PPN537329323"
"PPN888202482","PPN56797927X"
"PPN656876247","PPN403254639"
"PPN68484205X","PPN547120176"
"PPN687538300","PPN45422656X"
"PPN863218555","PPN537209808"
"PPN767871014","PPN748614621"
"PPN831824956","PPN716277158"
"PPN856891126","PPN567302059"
"PPN1024738876","PPN53661458X"
"PPN1837917345","PPN1784922323"
"PPN104233269X","PPN536889988"
"PPN74398286X","PPN167389432"
"PPN1670608484","PPN1669518876"
"PPN1049326199","PPN535490186"
"PPN618530290","PPN451901649"
"PPN1751133273","PPN452215056"
"PPN880585064","PPN243677197"
"PPN856971278","PPN535703384"
"PPN796363595","PPN567467325"
"PPN81808166X","PPN428485677"
"PPN1670283356","PPN536938245"
"PPN776122207","PPN567417344"
"PPN76863489X","PPN571833497"
"PPN796392641","PPN180892703"
"PPN834020173","PPN478459394"
"PPN629996903","PPN429202911"
"PPN858608316","PPN668781262"
"PPN882984810","PPN47056962X"
"PPN173687859X","PPN1736859099"
"PPN585530920","PPN53651075X"
"PPN850976332","PPN32301495X"
"PPN728360438","PPN537332138"
"PPN882303171","PPN882155970"
"PPN871005824","PPN536569436"
"PPN646294644","PPN141533846"
"PPN631303995","PPN403883466"
"PPN75678591X","PPN567332624"
"PPN877613850","PPN150117612"
"PPN665956800","PPN067133649"
"PPN773157301","PPN537329889"
"PPN593966368","PPN098982931"
"PPN1755484747","PPN1755484534"
"PPN1671881389","PPN388754087"
"PPN646160621","PPN646159801"
"PPN1047540231","PPN103929636X"
"PPN169767366X","PPN536104859"
"PPN1008637254","PPN413139298"
"PPN1005060614","PPN536524505"
"PPN612160173","PPN535699603"
"PPN659459124","PPN092268862"
"PPN1670280020","PPN1041325754"
"PPN79923513X","PPN454566395"
"PPN840110952","PPN366897187"
"PPN82708403X","PPN423235753"
"PPN884625435","PPN536582106"
"PPN638619599","PPN437619303"
"PPN71799161X","PPN503767476"
"PPN1032979054","PPN1032815167"
"PPN1807282325","PPN1807249948"
"PPN825726328","PPN419409580"
"PPN1801032092","PPN1801031908"
"PPN784095612","PPN240535480"
"PPN877887926","PPN306453622"
"PPN868310514","PPN747638403"
"PPN772602212","PPN590652435"
"PPN864489285","PPN150691076"
"PPN626019303","PPN419853774"
"PPN819572500","PPN56733371X"
"PPN846653834","PPN838255213"
"PPN719325099","PPN421295139"
"PPN772165815","PPN567394115"
"PPN788763423","PPN56763244X"
"PPN823231925","PPN433947454"
"PPN847795268","PPN537267034"
"PPN1818572710","PPN444707905"
"PPN727625195","PPN402689410"
"PPN1040698859","PPN536597383"
"PPN866981519","PPN092306489"
"PPN663461650","PPN40329326X"
"PPN749555815","PPN356321320"
"PPN1672317282","PPN388826495"
"PPN607439130","PPN535867859"
"PPN77697906X","PPN53662464X"
"PPN655974407","PPN536574693"
"PPN651765463","PPN536558809"
"PPN767024583","PPN133559777"
"PPN644262168","PPN444851852"
"PPN791285022","PPN567734544"
"PPN390831395","PPN684090252"
"PPN1698828470","PPN444851593"
"PPN897256425","PPN567639037"
"PPN631260854","PPN436789760"
"PPN102901969X","PPN537344268"
"PPN768634172","PPN685208990"
"PPN819429708","PPN389925160"
"PPN690152698","PPN536577749"
"PPN719303796","PPN332955257"
"PPN1670184145","PPN198370121"
"PPN679597980","PPN536595429"
"PPN625087534","PPN535638329"
"PPN840222408","PPN536812993"
"PPN884881709","PPN512486069"
"PPN672238764","PPN44307920X"
"PPN816103895","PPN536047812"
"PPN1023356317","PPN1022988727"
"PPN731843193","PPN427803489"
"PPN799491950","PPN784849382"
"PPN71520971X","PPN536558264"
"PPN873380959","PPN452560918"
"PPN659018853","PPN53654977X"
"PPN828734755","PPN567393763"
"PPN751261254","PPN320393836"
"PPN827944209","PPN091968232"
"PPN836310497","PPN301175217"
"PPN619643943","PPN536653399"
"PPN1003466052","PPN536535388"
"PPN72844979X","PPN36236625X"
"PPN743975456","PPN567746593"
"PPN1757113282","PPN559043627"
"PPN669166499","PPN536667047"
"PPN832969702","PPN536083444"
"PPN723724563","PPN53674727X"
"PPN1027506496","PPN1026957206"
"PPN830216871","PPN092241891"
"PPN721146791","PPN322513278"
"PPN743954610","PPN422195405"
"PPN769124887","PPN768661684"
"PPN791262227","PPN141408871"
"PPN675816653","PPN420300856"
"PPN1008930687","PPN402412605"
"PPN1800640803","PPN536540969"
"PPN86921585X","PPN536680760"
"PPN1685779999","PPN379273152"
"PPN774520841","PPN536630348"
"PPN631106855","PPN450108775"
"PPN642753776","PPN144077140"
"PPN1006353852","PPN405583265"
"PPN1678490148","PPN775005894"
"PPN636573737","PPN429609701"
"PPN683535153","PPN092129315"
"PPN677770138","PPN536558620"
"PPN745273475","PPN403195004"
"PPN843870443","PPN567549771"
"PPN1777656281","PPN57484662X"
"PPN79427255X","PPN091877679"
"PPN1046440241","PPN13575464X"
"PPN585529442","PPN536498881"
"PPN728979373","PPN269731199"
"PPN872481026","PPN872480895"
"PPN847228444","PPN844771449"
"PPN797829016","PPN421286822"
"PPN638228255","PPN268095353"
"PPN741149184","PPN141534184"
"PPN721130151","PPN411113909"
"PPN776955616","PPN410266841"
"PPN74387451X","PPN567295788"
"PPN822096994","PPN092275281"
"PPN179556721X","PPN279715528"
"PPN842235388","PPN473463059"
"PPN751433004","PPN567661210"
"PPN644413247","PPN536536716"
"PPN79094703X","PPN535934742"
"PPN821141805","PPN567937682"
"PPN785272186","PPN391913662"
"PPN1009170554","PPN391693328"
"PPN740897608","PPN427778085"
"PPN645265462","PPN418417954"
"PPN3371388220","PPN3371342557"
"PPN775833541","PPN445317930"
"PPN1671044754","PPN1039904734"
"PPN750333618","PPN252424328"
"PPN805605452","PPN567746860"
"PPN618297928","PPN535868065"
"PPN767899075","PPN748635556"
"PPN729633179","PPN624755878"
"PPN868006882","PPN747624801"
"PPN769855245","PPN766721604"
"PPN719938015","PPN45642086X"
"PPN1016528620","PPN468482792"
"PPN644525797","PPN536542384"
"PPN766450341","PPN756796105"
"PPN655550658","PPN410848875"
"PPN836099842","PPN836099214"
"PPN1000651878","PPN536563942"
"PPN630063311","PPN492135398"
"PPN1031824995","PPN167457748"
"PPN651726468","PPN536605513"
"PPN743778944","PPN47911045X"
"PPN832773190","PPN376315121"
"PPN1047628775","PPN1047628244"
"PPN799173223","PPN568047249"
"PPN862931606","PPN454088493"
"PPN756402417","PPN559612478"
"PPN631458980","PPN567414000"
"PPN1023019388","PPN536987505"
"PPN623230461","PPN572069049"
"PPN716009986","PPN136839053"
"PPN182661043X","PPN562017623"
"PPN788636081","PPN788636081"
"PPN101506955X","PPN029017564"
"PPN72812842X","PPN405426283"
"PPN776799614","PPN167651323"
"PPN84633481X","PPN567884074"
"PPN861622731","PPN14379115X"
"PPN656503041","PPN309006376"
"PPN638868904","PPN428479839"
"PPN1016732376","PPN536672717"
"PPN885340922","PPN091878691"
"PPN767330722","PPN567593479"
"PPN718946855","PPN419932119"
"PPN715915304","PPN058129855"
"PPN715185985","PPN536559643"
"PPN641458193","PPN63681002X"
"PPN835062287","PPN748623329"
"PPN1010759833","PPN536659141"
"PPN788617559","PPN147655919"
"PPN68519776X","PPN536538611"
"PPN680563512","PPN417517009"
"PPN77225043X","PPN567657450"
"PPN672337525","PPN253537762"
"PPN670194360","PPN478933770"
"PPN729867692","PPN643810579"
"PPN658930265","PPN091896312"
"PPN786180110","PPN455672601"
"PPN1669966984","PPN536582645"
"PPN3376909806","PPN3376909423"
"PPN1048221563","PPN092228445"
"PPN648843262","PPN44360388X"
"PPN735469210","PPN726576727"
"PPN89291064X","PPN252084446"
"PPN1019427035","PPN54987447X"
"PPN790489031","PPN78983278X"
"PPN718309073","PPN535487215"
"PPN826830579","PPN567557898"
"PPN718441311","PPN243732813"
"PPN796426759","PPN567866912"
"PPN624579913","PPN393758958"
"PPN637052889","PPN536625433"
"PPN608958441","PPN53587555X"
"PPN665957122","PPN067133657"
"PPN1751092690","PPN747677352"
"PPN1031266054","PPN136917712"
"PPN1671093615","PPN535639767"
"PPN784655537","PPN568181417"
"PPN585530491","PPN536504369"
"PPN849548594","PPN536890226"
"PPN750447958","PPN363597301"
"PPN620409428","PPN092136680"
"PPN875991084","PPN380908875"
"PPN844771880","PPN567663906"
"PPN1787097161","PPN151112606"
"PPN749914076","PPN249171341"
"PPN805618058","PPN805616578"
"PPN881854328","PPN881854328"
"PPN893897221","PPN234091703"
"PPN1800761961","PPN536538794"
"PPN1681869764","PPN454462581"
"PPN638204429","PPN392205238"
"PPN664777929","PPN536573158"
"PPN87917675X","PPN535882610"
"PPN61132329X","PPN418185913"
"PPN102751670X","PPN53663016X"
"PPN738218804","PPN279716397"
"PPN1669315185","PPN167453513"
"PPN778828298","PPN577347829"
"PPN631958053","PPN434495069"
"PPN1008739634","PPN53665543X"
"PPN766241181","PPN236371010"
"PPN739949896","PPN536616396"
"PPN684085194","PPN477642128"
"PPN1048224759","PPN092270654"
"PPN1830443496","PPN452432480"
"PPN82337551X","PPN567494209"
"PPN1759869155","PPN1759868795"
"PPN74658895X","PPN567220591"
"PPN784078033","PPN582274370"
"PPN1665502878","PPN44545265X"
"PPN663782015","PPN428291767"
"PPN827776810","PPN242455085"
"PPN666166218","PPN610051660"
"PPN747230595","PPN485314142"
"PPN684262045","PPN181776251"
"PPN729593932","PPN729595110"
"PPN59535131X","PPN536083835"
"PPN718071220","PPN180551426"
"PPN1031813926","PPN167587668"
"PPN767490517","PPN74843853X"
"PPN1757149775","PPN1757149112"
"PPN812365887","PPN092207693"
"PPN1813366721","PPN536672024"
"PPN1040425585","PPN236279769"
"PPN832392987","PPN536670129"
"PPN178731068X","PPN1786616513"
"PPN870748505","PPN091868084"
"PPN829765727","PPN568247027"
"PPN64466486X","PPN53654574X"
"PPN1680856847","PPN348357931"
"PPN728497913","PPN567618102"
"PPN663670454","PPN546326838"
"PPN769128823","PPN537338969"
"PPN749677988","PPN437987078"
"PPN615406793","PPN165707852"
"PPN856212431","PPN537169296"
"PPN1817979566","PPN293171742"
"PPN751096350","PPN537018425"
"PPN796245312","PPN371645255"
"PPN1833296761","PPN1814563113"
"PPN625447336","PPN37542685X"
"PPN1665950447","PPN249387603"
"PPN181811352X","PPN456564543"
"PPN72713289X","PPN567936031"
"PPN1026034248","PPN535968582"
"PPN788615092","PPN536607117"
"PPN1694273369","PPN411788302"
"PPN838731430","PPN361944152"
"PPN670479713","PPN32819431X"
"PPN782283950","PPN567619923"
"PPN800411285","PPN364129395"
"PPN826808735","PPN124901603"
"PPN718439287","PPN455920281"
"PPN839828365","PPN536806756"
"PPN665964080","PPN373488076"
"PPN61063609X","PPN415341914"
"PPN816506299","PPN512540748"
"PPN730596141","PPN567214397"
"PPN689544278","PPN195614100"
"PPN780864239","PPN45052387X"
"PPN895879190","PPN455357765"
"PPN177352030X","PPN560096321"
"PPN639006884","PPN403387892"
"PPN1024098257","PPN536036292"
"PPN1014496845","PPN092123317"
"PPN598008349","PPN536003238"
"PPN894068008","PPN536720622"
"PPN1797790439","PPN240264851"
"PPN746955618","PPN434550388"
"PPN857333550","PPN535708270"
"PPN767070194","PPN748614206"
"PPN638549906","PPN436907682"
"PPN730456625","PPN418858985"
"PPN1772214000","PPN363675116"
"PPN795242867","PPN56768640X"
"PPN684443449","PPN308606930"
"PPN88482179X","PPN35875402X"
"PPN1667360221","PPN766605434"
"PPN1026666821","PPN536030642"
"PPN786419377","PPN169456420"
"PPN1786354209","PPN379417499"
"PPN824577051","PPN568159071"
"PPN1666231797","PPN36709116X"
"PPN1816922579","PPN1816921386"
"PPN825961742","PPN567374106"
"PPN780464621","PPN568121570"
"PPN728997657","PPN536625182"
"PPN647883686","PPN640338380"
"PPN738562327","PPN066950201"
"PPN728821427","PPN567605329"
"PPN63127734X","PPN536666571"
"PPN825934974","PPN56731748X"
"PPN747594880","PPN361159447"
"PPN77463474X","PPN53733355X"
"PPN879364653","PPN482832444"
"PPN644762349","PPN644253762"
"PPN729084574","PPN391528726"
"PPN613489683","PPN536645140"
"PPN632654066","PPN092022502"
"PPN669869120","PPN445685700"
"PPN1014497744","PPN518460274"
"PPN1775167518","PPN45387536X"
"PPN101030979X","PPN320702790"
"PPN860780368","PPN567192458"
"PPN834940833","PPN456269800"
"PPN1787210634","PPN410796689"
"PPN729503917","PPN372314899"
"PPN619919736","PPN43680865X"
"PPN749482850","PPN567358550"
"PPN1727345703","PPN1727339223"
"PPN1750436485","PPN1039294367"
"PPN846579227","PPN455532478"
"PPN1028349483","PPN537048049"
"PPN1686064039","PPN454414021"
"PPN857728075","PPN378974807"
"PPN897143345","PPN625222636"
"PPN735221561","PPN409589756"
"PPN798792825","PPN78484772X"
"PPN781222788","PPN151451222"
"PPN1030865086","PPN456010769"
"PPN729951847","PPN251783472"
"PPN1796909882","PPN1131842421"
"PPN60401564X","PPN535704143"
"PPN742544842","PPN409102210"
"PPN868322423","PPN748188487"
"PPN738645028","PPN567501671"
"PPN884336417","PPN09213016X"
"PPN689255713","PPN141361182"
"PPN1817891928","PPN1815524715"
"PPN589768786","PPN535586752"
"PPN1801711305","PPN555512746"
"PPN688368506","PPN377122246"
"PPN778416151","PPN777699095"
"PPN1005297282","PPN359253040"
"PPN778183874","PPN431924422"
"PPN618637311","PPN366898620"
"PPN1031017321","PPN1030885060"
"PPN60565154X","PPN535887132"
"PPN730739058","PPN418827990"
"PPN1046195506","PPN536669880"
"PPN723925550","PPN135099501"
"PPN658949969","PPN536546169"
"PPN630005699","PPN535821611"
"PPN78111733X","PPN098998641"
"PPN625087003","PPN536624054"
"PPN878113851","PPN19841109X"
"PPN877006067","PPN535899890"
"PPN1753975794","PPN1752979109"
"PPN684774399","PPN248185845"
"PPN745281184","PPN418831181"
"PPN893536350","PPN385560087"
"PPN772047812","PPN537222391"
"PPN89653555X","PPN374744157"
